date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M
2022-07-17,30.02,35.09,25.65,0.81,65.31,18.44,3.25
2022-07-18,29.25,34.03,25.65,1.05,64.09,15.09,2.67
2022-07-19,30.4,36.19,25.09,0.26,63.6,23.34,2.5
2022-07-20,29.79,33.06,26.72,1.15,70.27,19.14,1.8
2022-07-21,30.17,35.11,26.12,10.86,70.78,22.18,2.26
2022-07-22,28.42,32.14,25.75,14.42,76.44,20.08,2.77
2022-07-23,28.7,33.57,24.86,5.84,72.05,20.3,2.82
2022-07-24,29.1,34.58,24.47,2.75,67.98,19.27,2.3
2022-07-25,29.31,33.44,25.17,4.99,69.1,22.21,1.86
2022-07-26,27.21,29.81,25.54,21.23,84.28,19.21,1.82
2022-07-27,28.17,32.1,24.82,3.92,77.5,22.38,1.25
2022-07-28,28.63,32.94,25.46,1.56,76.0,24.45,1.17
2022-07-29,28.76,33.7,25.76,2.25,72.93,18.35,1.59
2022-07-30,29.21,35.0,24.69,3.86,72.08,21.61,2.19
2022-07-31,28.8,32.91,25.85,7.54,78.22,20.15,2.13
2022-08-01,28.65,34.15,24.66,8.8,75.47,21.42,2.85
2022-08-02,27.68,31.06,25.38,4.02,79.77,13.07,2.45
2022-08-03,26.62,29.08,24.83,5.89,81.68,9.78,2.22
2022-08-04,26.45,29.92,24.59,5.06,84.31,12.07,3.46
2022-08-05,28.35,33.68,24.23,0.11,71.79,13.23,4.95
2022-08-06,27.97,32.66,24.02,0.58,72.92,18.97,4.26
2022-08-07,28.61,33.67,24.27,0.33,70.07,17.71,4.74
2022-08-08,28.43,33.55,24.32,0.1,71.0,21.69,4.97
2022-08-09,29.11,35.23,24.32,0.01,66.96,21.8,5.01
2022-08-10,28.99,35.44,23.97,0.0,65.3,22.92,4.65
2022-08-11,29.8,36.5,24.01,0.02,63.82,22.03,4.09
2022-08-12,29.56,35.78,25.01,0.03,64.56,21.77,3.66
2022-08-13,29.3,35.09,24.59,0.06,65.53,23.43,3.09
2022-08-14,29.78,35.71,24.63,0.01,60.82,21.96,2.9
2022-08-15,29.85,35.4,25.33,0.09,65.98,21.52,2.13
2022-08-16,29.2,33.82,25.79,0.41,72.39,22.95,2.41
2022-08-17,28.9,32.4,25.69,5.48,77.65,23.54,1.96
2022-08-18,28.07,31.25,25.9,2.59,75.74,22.59,2.34
2022-08-19,28.75,33.1,25.55,5.96,74.97,13.34,1.95
2022-08-20,29.41,34.38,25.37,0.96,70.18,15.46,2.31
2022-08-21,29.51,34.95,25.44,2.47,67.67,21.95,2.78
2022-08-22,28.78,34.13,24.65,21.04,74.75,21.17,3.19
2022-08-23,28.26,33.61,24.3,9.5,75.25,20.82,3.18
2022-08-24,27.32,31.27,24.14,4.19,77.79,16.64,2.62
2022-08-25,26.92,29.91,24.65,7.35,83.94,18.44,1.7
2022-08-26,27.42,31.93,24.03,3.82,77.39,19.92,1.92
2022-08-27,27.51,32.26,24.17,5.68,78.82,18.03,2.39
2022-08-28,27.46,31.14,23.77,11.17,79.82,22.95,2.08
2022-08-29,28.12,32.27,24.75,2.75,78.45,19.37,1.55
2022-08-30,28.17,31.89,25.44,4.55,80.53,20.25,1.43
2022-08-31,27.36,30.41,25.27,7.61,82.0,8.77,1.06
2022-09-01,26.48,29.22,24.39,9.76,83.99,4.98,0.83
2022-09-02,27.71,31.95,24.13,2.38,79.89,21.69,2.17
2022-09-03,28.4,32.67,24.38,1.12,79.29,22.78,2.01
2022-09-04,28.34,32.19,25.22,10.96,82.38,21.4,1.75
2022-09-05,28.16,31.83,25.24,6.24,83.21,23.39,1.79
2022-09-06,27.88,32.08,25.05,6.43,78.57,21.6,1.91
2022-09-07,26.72,29.81,24.13,7.23,83.95,14.41,2.2
2022-09-08,27.21,31.29,23.75,1.57,81.41,16.07,2.62
2022-09-09,27.85,32.53,23.85,0.3,78.59,19.3,3.11
2022-09-10,28.01,32.73,23.81,0.37,76.37,16.38,3.62
2022-09-11,28.23,33.07,24.36,0.26,75.95,18.63,3.65
2022-09-12,28.49,34.38,23.51,0.1,73.78,23.22,3.36
2022-09-13,28.6,34.51,23.4,0.13,74.09,24.39,2.82
2022-09-14,29.03,34.07,24.75,0.15,73.91,23.28,2.31
2022-09-15,29.01,33.67,24.94,0.1,72.8,21.76,1.85
2022-09-16,28.84,33.27,24.94,0.04,73.87,23.9,1.89
2022-09-17,29.26,34.09,25.23,0.13,73.71,22.66,2.39
2022-09-18,29.27,33.76,25.32,0.35,72.18,15.81,1.9
2022-09-19,28.5,32.53,25.25,0.34,73.24,18.82,2.4
2022-09-20,28.63,33.02,24.96,0.09,66.77,18.94,2.32
2022-09-21,29.59,36.17,23.68,0.02,66.03,24.86,2.4
2022-09-22,30.0,36.34,24.28,0.05,65.73,21.9,2.39
2022-09-23,28.89,33.24,24.62,0.1,66.78,22.7,2.01
2022-09-24,29.04,33.63,24.51,0.17,66.24,23.07,1.81
2022-09-25,28.97,34.01,24.83,6.64,72.55,23.2,1.74
2022-09-26,28.44,32.4,24.96,28.64,78.85,13.28,1.6
2022-09-27,28.44,32.93,25.18,2.58,76.83,18.13,2.43
2022-09-28,28.5,32.76,24.41,13.46,77.03,13.81,1.61
2022-09-29,27.45,31.0,24.48,1.88,80.09,13.97,1.88
2022-09-30,27.53,31.59,24.42,2.82,77.81,11.36,2.3
2022-10-01,26.75,31.12,23.77,0.16,74.87,12.7,3.12
2022-10-02,28.2,34.35,22.84,0.61,71.18,15.37,2.72
2022-10-03,28.11,32.79,24.05,0.21,75.06,14.89,2.75
2022-10-04,28.4,33.02,24.82,0.63,75.33,11.7,2.13
2022-10-05,27.83,31.38,25.21,5.56,79.08,7.25,1.68
2022-10-06,27.46,32.63,23.37,2.1,72.78,12.96,2.38
2022-10-07,28.17,33.86,22.92,1.65,71.69,11.76,1.51
2022-10-08,28.22,33.04,24.86,4.4,76.57,14.21,1.07
2022-10-09,27.15,30.63,25.16,10.81,84.26,12.42,1.21
2022-10-10,27.26,30.84,24.73,16.07,83.95,13.96,1.49
2022-10-11,27.62,31.09,24.96,4.41,82.86,17.86,1.97
2022-10-12,27.82,31.36,24.79,3.7,82.07,18.77,1.38
2022-10-13,27.95,32.1,25.02,4.49,81.76,20.27,1.17
2022-10-14,28.12,32.53,24.91,3.6,80.99,17.0,1.19
2022-10-15,27.54,30.98,25.32,8.01,83.04,20.51,1.16
2022-10-16,27.26,30.09,24.6,4.96,83.62,18.06,1.5
2022-10-17,27.52,30.6,24.93,2.8,83.28,15.78,1.79
2022-10-18,27.93,31.76,24.53,9.05,80.53,20.51,1.3
2022-10-19,27.16,30.3,24.35,7.33,82.66,20.81,1.33
2022-10-20,27.21,30.23,24.93,16.51,83.24,17.12,1.1
2022-10-21,26.73,28.71,24.58,13.5,83.82,12.4,0.84
2022-10-22,26.7,30.02,24.1,4.43,87.21,16.18,1.87
2022-10-23,26.7,29.45,24.37,4.23,85.88,14.97,1.55
2022-10-24,26.1,29.33,24.09,1.9,84.09,20.27,1.38
2022-10-25,26.33,31.73,21.8,0.34,74.89,22.29,1.31
2022-10-26,26.33,31.3,22.62,0.01,73.1,21.78,1.42
2022-10-27,26.22,31.3,21.57,0.02,76.86,18.22,2.56
2022-10-28,26.61,31.43,22.87,2.44,82.43,18.96,2.26
2022-10-29,26.66,30.43,24.08,10.83,85.3,9.89,2.92
2022-10-30,26.76,30.32,24.35,2.64,85.34,16.72,2.98
2022-10-31,25.75,27.58,24.29,8.78,91.46,8.44,2.58
2022-11-01,24.96,26.53,23.44,17.32,90.51,5.24,2.37
2022-11-02,25.58,29.45,22.73,19.62,86.2,11.21,2.1
2022-11-03,25.79,29.55,23.18,10.81,85.51,6.88,2.29
2022-11-04,25.59,29.05,23.2,16.16,84.89,14.57,2.35
2022-11-05,25.77,29.06,23.42,9.44,88.46,17.42,2.26
2022-11-06,25.42,27.69,24.0,5.61,91.3,11.33,2.51
2022-11-07,25.66,28.84,23.54,2.26,88.7,17.79,2.42
2022-11-08,25.82,28.79,23.84,10.1,89.26,11.6,2.92
2022-11-09,26.18,29.78,24.02,1.6,86.97,15.49,2.85
2022-11-10,25.89,29.77,23.44,4.74,86.83,16.01,3.25
2022-11-11,24.67,26.12,23.58,72.83,93.58,1.58,4.2
2022-11-12,25.76,27.07,24.61,14.23,92.17,14.92,3.86
2022-11-13,25.52,28.57,23.01,5.31,88.73,10.03,2.61
2022-11-14,25.55,29.03,22.81,6.18,89.81,17.37,2.04
2022-11-15,25.68,28.79,23.67,1.39,88.56,15.26,2.2
2022-11-16,25.2,28.88,22.8,0.41,86.28,16.2,2.64
2022-11-17,24.0,28.53,20.59,0.0,82.52,18.74,2.94
2022-11-18,23.61,28.55,19.31,0.01,83.01,17.06,3.37
2022-11-19,23.41,26.48,20.38,0.11,85.59,14.66,3.08
2022-11-20,22.39,26.16,19.72,0.01,81.95,15.83,2.68
2022-11-21,22.8,27.27,18.56,0.22,83.03,14.96,2.32
2022-11-22,25.15,29.87,20.75,0.29,85.17,10.69,1.73
2022-11-23,26.29,30.6,22.5,2.0,84.2,16.25,1.54
2022-11-24,26.3,30.33,23.44,0.85,85.45,15.46,1.4
2022-11-25,25.74,29.54,22.93,0.33,86.75,16.02,1.64
2022-11-26,25.7,29.18,22.88,1.06,87.33,14.34,1.53
2022-11-27,26.06,29.87,23.63,0.93,86.08,14.92,1.44
2022-11-28,26.1,30.17,23.36,2.77,86.13,10.29,1.59
2022-11-29,25.08,28.92,22.2,0.21,84.29,14.97,2.41
2022-11-30,24.32,28.63,19.91,0.57,86.13,17.57,2.22
2022-12-01,25.59,29.28,23.26,2.88,89.04,13.64,2.32
2022-12-02,25.95,29.63,23.48,1.56,86.85,17.6,2.15
2022-12-03,25.22,27.76,23.33,6.27,92.54,15.0,2.23
2022-12-04,25.44,28.19,23.31,32.52,92.37,9.61,2.35
2022-12-05,25.75,29.4,23.61,2.87,86.23,13.77,2.93
2022-12-06,25.13,28.97,22.67,0.16,85.22,11.72,2.87
2022-12-07,23.17,26.72,20.95,0.2,87.61,11.21,3.03
2022-12-08,21.05,23.72,19.52,8.04,83.04,5.81,3.94
2022-12-09,21.82,24.64,19.85,17.31,85.42,5.31,5.76
2022-12-10,24.18,28.54,20.78,1.94,86.91,7.57,3.41
2022-12-11,25.47,28.56,23.01,3.71,90.95,11.75,2.37
2022-12-12,25.75,28.37,24.15,20.41,90.84,8.97,1.86
2022-12-13,25.57,28.68,23.58,14.93,89.23,10.32,2.2
2022-12-14,25.18,28.97,22.56,3.12,89.19,17.88,2.05
2022-12-15,24.51,28.43,21.92,0.01,87.32,20.17,2.43
2022-12-16,24.35,28.94,20.38,0.04,87.44,20.03,2.39
2022-12-17,24.82,28.84,21.69,0.16,87.26,16.49,2.93
2022-12-18,24.84,28.3,22.65,0.04,84.26,13.32,3.58
2022-12-19,24.22,27.63,21.17,0.79,86.91,14.97,3.66
2022-12-20,24.15,27.22,21.68,1.36,88.69,12.83,3.58
2022-12-21,23.94,26.89,21.24,7.66,90.18,12.39,3.54
2022-12-22,23.78,26.62,21.78,2.27,89.0,15.33,3.66
2022-12-23,24.62,28.92,21.3,0.19,87.4,18.28,3.45
2022-12-24,25.24,28.74,22.43,1.83,88.43,15.67,3.89
2022-12-25,25.47,28.75,23.12,12.86,90.2,11.09,3.62
2022-12-26,25.93,29.31,23.78,4.61,89.35,13.6,3.0
2022-12-27,25.35,28.64,23.33,2.54,89.61,13.9,2.43
2022-12-28,25.22,29.34,22.52,0.08,86.4,19.85,2.21
2022-12-29,24.96,29.16,21.72,0.02,86.4,19.73,1.91
2022-12-30,24.23,28.99,20.94,0.0,86.7,20.6,1.83
2022-12-31,24.3,28.98,21.22,0.01,84.63,19.27,1.47
2023-01-01,23.79,28.69,20.08,0.0,85.52,20.07,1.97
2023-01-02,23.64,28.3,19.93,0.0,83.35,19.23,2.13
2023-01-03,23.73,28.0,20.28,0.06,83.22,17.47,2.46
2023-01-04,24.01,28.44,20.74,0.01,81.43,17.32,2.6
2023-01-05,24.28,28.86,20.42,0.13,80.83,14.15,2.98
2023-01-06,24.71,28.62,22.33,0.42,80.06,12.17,4.02
2023-01-07,24.47,28.5,22.04,0.11,80.74,15.24,3.56
2023-01-08,24.46,28.42,21.73,0.48,82.3,12.58,3.22
2023-01-09,23.3,28.11,20.05,0.0,79.01,20.61,2.99
2023-01-10,23.05,27.76,18.91,0.03,77.36,17.56,3.15
2023-01-11,23.32,28.79,19.46,0.02,77.49,20.27,2.57
2023-01-12,23.11,29.06,18.83,0.01,78.01,21.38,2.37
2023-01-13,22.8,29.02,18.08,0.0,78.26,20.04,2.01
2023-01-14,22.44,28.69,17.68,0.01,77.43,20.48,2.01
2023-01-15,22.35,28.59,17.15,0.0,79.89,21.63,2.04
2023-01-16,22.56,28.81,17.33,0.0,79.35,20.76,2.44
2023-01-17,22.9,28.99,18.52,0.02,78.07,20.63,2.17
2023-01-18,23.17,28.93,18.43,0.01,75.47,18.98,2.58
2023-01-19,23.39,29.08,19.27,0.0,71.36,19.52,2.56
2023-01-20,24.28,29.63,20.2,0.05,75.71,17.01,2.89
2023-01-21,24.76,30.29,20.49,0.11,76.09,17.76,3.1
2023-01-22,24.54,29.16,20.49,0.02,77.13,14.58,2.96
2023-01-23,25.37,30.3,22.05,3.03,79.94,11.76,3.17
2023-01-24,25.46,30.72,22.03,0.7,74.82,19.29,2.74
2023-01-25,24.55,30.07,20.69,0.06,73.01,20.38,2.61
2023-01-26,24.29,30.35,19.45,0.0,71.65,18.91,2.56
2023-01-27,24.12,30.43,19.21,0.01,74.97,20.08,2.76
2023-01-28,24.23,30.53,19.82,0.02,76.85,20.57,2.88
2023-01-29,24.98,30.2,20.21,0.62,79.0,16.84,3.2
2023-01-30,26.16,30.73,22.82,2.18,79.48,12.05,3.13
2023-01-31,25.2,29.1,23.3,2.09,81.44,13.53,3.68
2023-02-01,25.3,28.89,22.76,8.58,78.43,10.97,3.96
2023-02-02,25.23,28.87,23.0,21.61,83.73,7.07,3.92
2023-02-03,25.61,30.02,22.93,11.12,83.2,10.38,3.49
2023-02-04,25.6,30.63,22.3,1.54,79.86,20.41,3.3
2023-02-05,24.69,30.92,20.2,0.17,76.4,21.97,2.75
2023-02-06,24.7,31.29,20.28,0.01,76.44,19.59,2.68
2023-02-07,25.37,32.35,19.98,0.0,75.55,22.67,2.1
2023-02-08,24.88,31.73,19.76,0.23,77.04,21.33,2.25
2023-02-09,25.07,31.84,20.49,0.0,75.91,21.47,2.02
2023-02-10,25.18,32.13,20.27,0.0,74.52,22.77,2.17
2023-02-11,24.64,32.04,19.48,0.0,72.1,16.47,2.13
2023-02-12,24.76,32.73,19.56,0.0,69.57,23.97,1.83
2023-02-13,24.84,32.57,19.09,0.0,73.33,23.75,2.33
2023-02-14,24.85,32.23,19.45,0.0,72.26,23.75,2.05
2023-02-15,24.89,32.4,19.1,0.0,71.62,24.02,2.36
2023-02-16,24.64,31.75,19.38,0.0,74.54,23.39,2.53
2023-02-17,24.85,31.81,19.58,0.0,72.52,23.59,2.36
2023-02-18,25.54,32.97,19.81,0.0,71.15,24.19,2.08
2023-02-19,25.78,33.47,20.09,0.02,72.05,23.39,2.38
2023-02-20,25.71,33.78,19.77,0.0,68.17,24.62,2.26
2023-02-21,25.67,33.05,20.19,0.0,66.74,23.74,2.31
2023-02-22,25.73,33.13,20.87,0.0,63.16,23.62,2.47
2023-02-23,25.7,32.72,20.2,0.02,67.63,25.0,2.21
2023-02-24,26.51,34.16,21.28,0.0,64.44,23.67,2.05
2023-02-25,25.66,34.21,19.07,0.0,66.99,25.47,2.4
2023-02-26,25.42,32.76,19.55,0.0,68.51,24.69,2.86
2023-02-27,26.16,33.43,20.62,0.01,63.27,25.31,2.48
2023-02-28,26.94,33.22,22.18,0.38,71.06,13.74,3.5
2023-03-01,27.69,33.56,23.89,0.18,69.63,22.55,3.71
2023-03-02,26.91,33.83,22.1,0.0,61.71,25.82,2.97
2023-03-03,26.39,34.07,20.24,0.0,60.75,25.63,3.4
2023-03-04,27.54,34.45,22.29,0.09,66.63,24.72,3.15
2023-03-05,27.62,34.77,22.71,0.05,66.08,24.31,3.11
2023-03-06,27.67,35.03,21.65,0.0,63.4,25.8,2.86
2023-03-07,26.8,32.86,21.75,0.06,70.41,24.97,2.58
2023-03-08,27.23,33.58,22.2,0.1,66.67,24.27,3.41
2023-03-09,27.66,33.84,23.15,0.04,65.05,21.89,3.26
2023-03-10,27.82,33.63,23.92,0.01,66.05,18.72,3.09
2023-03-11,26.98,32.03,22.94,0.02,69.71,21.73,2.83
2023-03-12,27.81,34.69,22.04,0.03,71.56,24.34,3.25
2023-03-13,28.23,35.21,23.28,0.03,67.93,24.1,2.84
2023-03-14,28.28,35.5,23.06,0.03,67.66,22.67,2.59
2023-03-15,28.84,35.87,23.69,0.05,67.57,20.88,2.24
2023-03-16,29.06,35.56,23.93,0.08,68.35,20.56,2.55
2023-03-17,29.37,35.99,24.61,0.3,67.33,21.4,2.6
2023-03-18,29.28,35.08,25.09,1.74,68.34,20.4,2.65
2023-03-19,29.33,35.49,24.89,6.96,68.52,18.0,1.82
2023-03-20,27.43,31.16,25.44,11.76,81.02,21.38,2.27
2023-03-21,30.07,37.06,24.86,1.69,68.27,22.02,2.04
2023-03-22,29.94,35.68,25.45,1.85,68.07,21.14,2.44
2023-03-23,30.22,36.48,25.2,0.34,66.04,19.9,2.42
2023-03-24,30.14,36.08,25.94,0.64,65.67,21.68,2.28
2023-03-25,30.13,36.35,25.63,0.45,66.12,20.15,2.06
2023-03-26,30.35,36.26,25.85,0.09,64.67,21.17,2.05
2023-03-27,30.96,37.63,25.95,0.06,61.15,22.12,1.63
2023-03-28,30.89,37.59,26.47,0.4,63.76,23.15,2.51
2023-03-29,30.25,37.73,24.98,0.01,63.4,24.05,2.38
2023-03-30,29.95,37.73,24.12,0.0,62.28,22.86,2.18
2023-03-31,30.56,38.65,24.2,0.0,60.7,24.85,2.44
2023-04-01,30.76,37.32,25.59,0.49,63.27,20.92,2.4
2023-04-02,30.6,36.06,26.33,4.16,64.31,19.63,2.08
2023-04-03,29.78,33.97,26.8,3.12,68.56,23.43,2.25
2023-04-04,30.11,35.53,25.98,0.52,66.59,24.58,2.37
2023-04-05,30.18,35.42,26.06,0.19,64.72,24.33,2.26
2023-04-06,30.22,36.44,25.77,0.16,65.63,23.81,2.34
2023-04-07,30.3,37.04,25.2,0.02,64.11,25.26,2.46
2023-04-08,29.87,36.41,24.82,0.01,62.79,23.85,3.0
2023-04-09,29.81,36.52,24.64,0.05,63.18,25.64,2.78
2023-04-10,29.99,35.99,25.77,0.04,63.33,25.14,2.66
2023-04-11,30.29,37.9,24.32,0.14,61.55,26.09,2.33
2023-04-12,30.53,38.75,24.42,0.03,56.56,26.85,1.93
2023-04-13,30.7,39.29,24.76,0.01,55.07,26.84,1.67
2023-04-14,31.15,38.94,24.49,0.0,53.46,26.47,1.82
2023-04-15,31.42,39.19,24.54,0.02,58.82,22.35,2.2
2023-04-16,31.42,39.27,25.36,0.01,56.96,25.69,2.29
2023-04-17,31.43,39.2,25.2,0.0,57.47,26.4,2.39
2023-04-18,31.38,39.55,25.12,0.0,59.83,26.07,2.19
2023-04-19,31.97,40.12,24.84,0.01,60.09,25.9,2.58
2023-04-20,32.91,40.72,26.83,0.04,59.04,25.41,3.25
2023-04-21,33.06,40.63,27.02,0.12,58.32,23.41,3.38
2023-04-22,32.67,39.62,27.43,0.29,60.14,22.25,2.66
2023-04-23,32.68,39.55,27.7,0.51,59.8,22.21,2.79
2023-04-24,31.36,36.64,27.66,1.78,64.55,21.69,2.59
2023-04-25,30.79,35.58,27.09,2.15,65.44,15.21,2.43
2023-04-26,30.24,33.75,27.39,6.12,66.32,20.02,1.79
2023-04-27,30.49,35.58,26.66,1.88,66.31,20.2,2.18
2023-04-28,30.94,36.57,26.82,2.14,65.87,23.73,2.45
2023-04-29,30.18,34.94,26.96,5.68,71.02,19.45,2.22
2023-04-30,30.59,35.91,26.51,2.4,67.1,15.85,2.26
2023-05-01,28.44,31.52,26.55,37.73,82.14,15.02,2.44
2023-05-02,27.95,30.88,26.07,22.58,83.88,12.6,2.15
2023-05-03,27.53,29.63,26.13,10.48,84.16,18.4,2.55
2023-05-04,28.0,31.14,25.53,5.58,80.55,20.87,0.97
2023-05-05,28.31,32.13,25.15,3.56,75.85,16.27,1.75
2023-05-06,27.62,30.32,25.4,9.93,80.61,15.21,1.4
2023-05-07,28.01,32.32,25.19,5.26,78.91,13.27,2.14
2023-05-08,27.7,31.58,24.88,5.4,79.37,22.36,2.37
2023-05-09,28.5,32.98,24.56,0.49,77.89,22.48,2.13
2023-05-10,30.12,36.02,25.22,0.65,70.23,18.62,2.37
2023-05-11,29.89,33.8,26.64,1.14,75.51,19.07,2.29
2023-05-12,30.66,35.82,26.65,0.61,70.24,17.96,3.89
2023-05-13,31.39,37.83,26.15,0.19,64.03,18.11,4.32
2023-05-14,31.76,38.19,27.21,0.16,62.86,22.9,4.1
2023-05-15,31.97,37.67,26.97,0.74,66.06,23.22,3.26
2023-05-16,32.48,38.85,27.53,0.32,64.78,25.24,3.28
2023-05-17,31.84,36.75,28.31,0.08,67.29,24.68,2.75
2023-05-18,30.85,35.64,27.32,0.06,70.9,24.03,2.82
2023-05-19,30.38,34.32,27.1,0.08,73.87,23.77,3.09
2023-05-20,30.98,36.07,26.98,0.08,71.21,24.13,3.11
2023-05-21,31.03,36.18,26.96,0.53,70.63,23.63,2.72
2023-05-22,30.05,33.41,27.46,0.89,75.8,22.62,2.64
2023-05-23,30.12,34.75,26.27,0.18,73.62,24.35,2.59
2023-05-24,30.76,35.83,26.39,0.89,70.5,23.35,2.85
2023-05-25,31.36,36.88,26.54,0.7,67.25,22.99,3.0
2023-05-26,31.92,37.84,26.94,7.47,65.28,20.11,2.81
2023-05-27,31.42,37.56,26.46,6.25,66.4,24.16,2.6
2023-05-28,30.37,34.95,26.97,0.21,68.06,21.02,2.36
2023-05-29,31.1,35.75,27.67,0.21,69.97,23.26,2.26
2023-05-30,31.12,36.67,27.12,1.06,70.67,21.82,2.69
2023-05-31,30.68,35.7,27.05,1.19,67.74,22.9,3.5
2023-06-01,31.96,38.67,25.96,0.49,63.71,21.51,3.39
2023-06-02,30.71,35.46,27.21,2.36,63.76,22.11,3.8
2023-06-03,30.89,36.38,26.92,0.07,64.78,21.33,3.53
2023-06-04,32.0,37.84,27.14,0.05,62.53,21.19,3.34
2023-06-05,30.49,34.09,27.41,5.6,68.93,21.17,2.53
2023-06-06,29.72,34.27,25.91,8.08,70.52,23.58,2.59
2023-06-07,29.22,32.53,26.38,2.26,75.99,17.09,1.6
2023-06-08,29.09,32.22,26.73,0.45,75.87,21.81,2.64
2023-06-09,30.05,33.4,27.0,0.33,69.68,22.24,2.64
2023-06-10,31.85,38.69,26.28,0.09,58.0,23.27,4.08
2023-06-11,31.15,37.15,26.39,0.01,60.66,24.09,3.25
2023-06-12,31.41,36.07,27.22,0.66,64.12,24.8,3.36
2023-06-13,30.9,35.66,27.04,0.42,64.05,23.53,3.27
2023-06-14,28.85,31.39,26.74,1.8,74.83,23.46,2.96
2023-06-15,30.9,36.47,26.33,0.21,61.38,23.35,2.02
2023-06-16,32.88,39.48,27.36,0.52,58.95,24.45,2.94
2023-06-17,28.92,31.89,26.54,3.5,73.39,13.28,2.14
2023-06-18,29.11,33.29,26.44,7.52,72.6,5.3,2.72
2023-06-19,31.0,37.76,25.7,1.69,62.28,11.37,2.45
2023-06-20,30.33,35.18,26.96,3.42,67.67,11.06,2.27
2023-06-21,29.5,33.41,25.89,2.64,72.72,10.84,2.01
2023-06-22,30.24,34.65,26.57,3.05,71.73,19.68,2.0
2023-06-23,30.14,35.71,25.99,0.88,64.62,19.86,2.88
2023-06-24,29.96,36.26,25.06,0.54,62.49,19.87,3.54
2023-06-25,28.42,31.67,26.02,0.98,71.68,19.03,2.71
2023-06-26,30.13,36.03,25.34,0.22,58.59,21.17,3.46
2023-06-27,30.17,36.53,24.99,5.2,59.73,20.85,3.75
2023-06-28,30.65,37.15,24.53,0.12,59.6,21.8,3.37
2023-06-29,31.52,38.08,25.62,1.77,57.9,20.74,3.61
2023-06-30,31.05,37.73,25.44,0.57,58.44,23.92,3.58
2023-07-01,30.79,35.97,26.22,2.22,58.93,19.86,3.15
2023-07-02,29.14,33.61,26.52,13.17,68.74,11.49,2.58
2023-07-03,29.81,35.4,25.59,2.83,67.33,11.93,3.68
2023-07-04,29.96,35.8,25.63,1.04,64.29,16.37,4.68
2023-07-05,29.95,35.17,26.1,0.35,59.62,17.6,5.34
2023-07-06,30.11,35.36,25.7,0.13,62.79,14.49,4.94
2023-07-07,30.24,35.58,25.79,0.13,59.96,17.28,3.92
2023-07-08,30.47,36.23,26.12,2.19,59.14,20.79,3.36
2023-07-09,30.37,35.83,25.71,5.38,62.45,22.38,2.46
2023-07-10,29.03,33.37,26.04,15.96,75.86,13.56,1.7
2023-07-11,29.53,35.16,25.46,13.61,72.93,14.27,2.38
2023-07-12,29.26,34.64,24.81,2.86,67.7,17.4,2.4
2023-07-13,29.79,36.46,24.42,4.78,62.63,15.92,3.08
2023-07-14,30.19,37.14,25.03,1.16,63.09,22.67,3.31
2023-07-15,30.47,36.53,25.46,0.17,62.95,23.27,3.34
2023-07-16,30.39,35.42,26.68,0.32,66.05,16.55,2.55
2023-07-17,30.56,35.88,26.3,0.06,64.96,22.07,3.26
2023-07-18,30.24,36.0,25.79,0.02,63.49,19.98,4.83
2023-07-19,30.73,37.37,25.78,0.01,60.43,21.14,5.55
2023-07-20,31.02,37.11,25.89,0.0,58.03,20.38,5.68
2023-07-21,31.14,38.01,25.68,0.09,57.11,16.44,5.46
2023-07-22,30.64,36.49,26.1,0.48,57.66,14.01,5.56
2023-07-23,29.86,36.24,25.72,1.5,62.42,14.15,4.67
2023-07-24,28.22,32.28,25.35,0.74,69.35,11.72,4.55
2023-07-25,27.99,31.38,24.49,1.31,69.63,13.66,3.94
2023-07-26,30.05,35.83,24.89,0.65,62.08,14.03,4.51
2023-07-27,30.76,37.08,25.56,0.05,57.82,22.89,4.58
2023-07-28,31.42,38.74,25.03,0.03,54.9,22.31,4.37
2023-07-29,32.06,38.76,25.68,0.08,54.26,22.84,3.8
2023-07-30,32.79,40.31,26.47,0.07,51.82,22.07,3.52
2023-07-31,32.94,39.51,27.46,0.04,52.31,22.19,3.71
2023-08-01,32.82,39.45,27.02,0.01,50.99,18.76,4.48
2023-08-02,31.19,36.34,26.46,0.0,54.38,22.23,4.22
2023-08-03,32.39,39.49,25.84,0.04,54.35,23.99,3.8
2023-08-04,32.66,39.37,26.77,0.1,52.25,22.73,3.75
2023-08-05,32.6,38.63,27.56,0.1,52.38,23.44,2.98
2023-08-06,32.44,38.5,28.4,0.3,53.64,23.77,3.02
2023-08-07,32.12,37.2,27.9,0.55,57.2,23.88,2.36
2023-08-08,31.6,36.71,27.78,1.07,58.97,19.88,2.48
2023-08-09,30.42,35.25,26.94,14.91,68.29,20.87,2.14
2023-08-10,28.73,32.55,25.81,13.99,78.0,18.74,2.01
2023-08-11,29.29,33.8,25.36,9.84,72.96,21.85,1.26
2023-08-12,29.69,34.54,26.08,8.19,73.0,20.78,2.28
2023-08-13,29.39,33.36,25.5,2.95,71.61,21.4,2.29
2023-08-14,29.98,34.64,26.1,1.46,68.92,16.57,2.06
2023-08-15,30.17,35.74,25.62,0.58,67.2,23.67,2.85
2023-08-16,30.86,37.15,25.61,0.1,63.19,24.88,2.93
2023-08-17,31.31,37.49,25.98,0.04,60.31,24.29,3.35
2023-08-18,31.32,37.7,26.21,0.15,57.65,20.49,4.1
